id,sentiment
11721_9,0.57
11610_10,0.59
2712_8,0.74
3140_10,0.76
4880_10,0.73
1592_10,0.98
425_10,0.52
5798_1,0.05
2212_8,0.63
2685_3,0.18
9625_2,0.26
8492_7,0.67
4932_3,0.43
1704_3,0.33
301_4,0.34
2599_10,0.52
2364_4,0.29
2323_3,0.25
1885_8,0.25
1232_1,0.19
12055_1,0.1
2894_10,0.86
5347_3,0.47
1799_4,0.52
7460_9,0.72
8798_10,0.69
2134_4,0.65
2964_2,0.53
345_3,0.24
2670_8,0.63
10282_10,0.82
5587_8,0.82
6115_2,0.38
6974_1,0.35
8500_10,0.64
5073_8,0.7
5291_8,0.57
11728_7,0.51
3207_4,0.27
2553_8,0.51
10896_10,0.48
9321_2,0.44
1484_4,0.34
2106_2,0.54
5487_4,0.41
4835_10,0.63
1023_3,0.52
11524_10,0.67
10672_7,0.7
9769_3,0.24
590_7,0.61
11530_3,0.29
349_2,0.34
2165_4,0.41
1574_9,0.52
2792_1,0.21
980_2,0.39
5745_7,0.53
4323_7,0.44
11569_7,0.48
3637_1,0.42
4511_1,0.57
8404_10,0.55
8947_4,0.43
12317_10,0.8
3927_4,0.58
461_8,0.61
11651_2,0.09
7697_4,0.26
7799_10,0.59
2111_8,0.6
9745_7,0.94
4419_4,0.28
9337_4,0.66
3908_10,0.69
9211_3,0.39
489_1,0.31
9229_8,0.46
381_1,0.13
1355_7,0.48
12100_1,0.12
6126_4,0.48
8315_8,0.83
7513_10,0.55
5547_1,0.56
8050_1,0.31
7332_1,0.31
9044_8,0.87
8491_1,0.48
1919_8,0.97
4076_7,0.38
9251_2,0.73
7325_10,0.92
177_8,0.59
8104_4,0.32
919_4,0.34
9417_8,0.67
9440_9,0.61
11105_9,0.83
7670_10,0.91
7404_8,0.62
5120_2,0.49
10153_1,0.24
1763_10,0.82
9316_4,0.59
6396_8,0.59
8865_10,0.78
4552_8,0.31
874_4,0.6
6690_2,0.3
11970_3,0.29
1202_4,0.46
6024_1,0.19
10117_9,0.78
9511_1,0.43
2314_10,0.64
6053_3,0.27
10165_2,0.46
8410_2,0.46
1457_1,0.41
9651_3,0.33
537_2,0.12
7191_3,0.67
10258_8,0.68
4774_8,0.56
3560_8,0.49
5960_1,0.14
881_4,0.26
2420_1,0.34
4959_4,0.42
7138_1,0.23
9317_10,0.64
5454_4,0.06
7450_9,0.53
9679_10,0.51
10988_3,0.32
2932_3,0.44
10110_1,0.25
9165_2,0.4
11712_2,0.33
8979_1,0.42
12426_3,0.21
1630_7,0.64
11990_10,0.56
5395_10,0.86
896_1,0.32
11463_9,0.62
7096_1,0.33
6198_10,0.75
8141_10,0.77
2650_10,0.48
12337_9,0.68
1995_10,0.47
6349_1,0.16
12270_2,0.2
12494_2,0.26
7081_4,0.48
3010_7,0.81
2924_2,0.22
3185_10,0.48
1377_2,0.63
4858_3,0.29
4351_3,0.09
6865_2,0.17
9527_3,0.37
6223_7,0.95
11598_4,0.37
10605_1,0.17
4609_2,0.22
3736_7,0.81
5615_1,0.27
11109_7,0.71
3924_3,0.44
7452_1,0.59
4288_8,0.58
8825_2,0.33
3168_7,0.81
6407_1,0.11
7016_3,0.54
129_1,0.18
9808_3,0.39
5620_10,0.75
6404_10,0.79
10781_1,0.38
2446_1,0.53
2191_10,0.68
10848_1,0.14
11201_10,0.47
6818_9,0.89
4607_7,0.64
2410_7,0.61
9656_9,0.67
7841_7,0.63
11422_7,0.55
7376_8,0.48
10804_8,0.58
11793_7,0.46
509_7,0.62
12459_10,0.89
354_10,0.62
2740_10,0.74
1469_1,0.17
9219_10,0.41
7248_7,0.58
5620_1,0.26
12160_1,0.34
6037_10,0.66
8338_1,0.09
1954_1,0.29
6996_9,0.37
9888_8,0.83
5470_7,0.64
11915_4,0.61
7057_4,0.54
10320_10,0.61
4447_3,0.4
9711_9,0.69
5077_3,0.12
10912_4,0.36
3224_3,0.28
9946_7,0.44
10650_4,0.44
9613_1,0.54
4909_3,0.28
5607_8,0.56
3315_1,0.17
9271_1,0.38
4248_4,0.43
5849_4,0.75
3944_1,0.11
3580_10,0.8
4592_1,0.31
6375_10,0.85
5955_9,0.58
11613_7,0.62
8278_10,0.72
11339_9,0.79
6813_2,0.6
3747_3,0.31
5916_1,0.18
3298_1,0.28
11303_1,0.48
5758_7,0.5
11652_9,0.81
8748_2,0.5
11092_2,0.29
8729_8,0.86
6332_4,0.29
3700_10,0.78
10507_2,0.22
2287_4,0.22
10549_10,0.96
3005_10,0.93
5657_1,0.17
873_8,0.71
2274_1,0.25
3208_4,0.44
2663_10,0.58
8134_7,0.2
7443_1,0.46
7507_8,0.8
1423_1,0.15
4014_1,0.33
9662_1,0.13
2512_9,0.73
8415_2,0.52
7672_3,0.4
5925_1,0.09
2654_2,0.23
1780_10,0.51
8813_9,0.76
9378_7,0.54
12120_3,0.27
8985_7,0.74
5771_3,0.15
7305_10,0.86
8681_4,0.43
7415_10,0.76
9346_8,0.75
9750_3,0.27
9083_9,0.77
12255_2,0.19
5035_1,0.45
12384_10,0.5
8381_4,0.24
825_1,0.16
2034_1,0.36
439_10,0.85
5753_10,0.63
10370_10,0.65
3395_2,0.58
8101_2,0.45
7885_1,0.34
3266_2,0.23
4623_4,0.23
8123_9,0.57
1787_1,0.19
4001_4,0.4
3530_2,0.35
684_1,0.23
744_10,0.39
8439_7,0.52
8678_9,0.58
11851_8,0.33
1237_2,0.66
4557_3,0.21
1847_10,0.8
4002_1,0.18
1620_1,0.35
549_10,0.82
4984_4,0.63
4673_8,0.33
1373_1,0.23
6927_1,0.38
9201_2,0.35
4293_7,0.62
826_3,0.2
6337_1,0.26
9978_9,0.69
11379_10,0.81
3874_1,0.21
9943_1,0.1
7236_4,0.34
7816_1,0.08
3849_8,0.82
1167_10,0.76
9667_3,0.44
2506_1,0.16
1372_10,0.72
6788_9,0.59
4792_2,0.33
7909_2,0.25
2213_2,0.3
434_1,0.01
9245_1,0.17
5822_10,0.72
5406_1,0.39
2011_1,0.25
6805_10,0.86
2557_2,0.07
4343_1,0.38
1493_4,0.46
947_8,0.46
9494_7,0.62
10228_10,0.67
707_10,0.74
2018_10,0.68
11093_10,0.77
11113_10,0.83
11596_1,0.22
7453_1,0.16
9045_8,0.74
12264_7,0.61
7271_9,0.93
4560_1,0.51
11223_1,0.18
3939_7,0.53
2714_2,0.37
1940_9,0.37
3640_10,0.81
1724_1,0.35
5383_3,0.38
7323_10,0.71
7345_4,0.29
775_9,0.85
11995_1,0.3
400_10,0.93
10279_4,0.39
673_8,0.48
4168_10,0.74
11761_7,0.7
491_9,0.79
11472_1,0.23
10045_7,0.65
9449_4,0.49
12496_3,0.18
12422_1,0.25
8159_4,0.37
8668_8,0.52
7572_10,0.68
6696_9,0.64
64_10,0.78
2715_1,0.66
9333_4,0.38
3722_10,0.85
5692_8,0.7
10074_7,0.49
1717_3,0.25
825_8,0.39
7796_10,0.97
5550_3,0.36
6114_10,0.55
4440_8,0.72
9616_4,0.5
12090_8,0.72
10728_1,0.22
4419_10,0.77
282_1,0.48
4825_9,0.58
91_10,0.87
10399_2,0.36
6773_4,0.18
1364_10,0.69
2806_9,0.77
4520_2,0.34
8211_9,0.84
3594_2,0.31
11353_4,0.52
307_1,0.43
10963_4,0.31
4023_7,0.48
11450_10,0.73
3567_4,0.69
4751_7,0.56
9798_2,0.33
1864_8,0.72
3168_2,0.59
6506_2,0.46
12484_2,0.38
11999_8,0.54
3571_3,0.26
147_10,0.67
6691_9,0.71
11295_8,0.65
9344_10,0.88
9513_2,0.38
11066_7,0.72
4330_8,0.58
5194_10,0.38
11676_1,0.38
4587_1,0.3
11964_4,0.4
12456_1,0.08
6054_10,0.79
2140_7,0.55
1388_1,0.35
10681_2,0.1
4614_8,0.84
2604_7,0.55
4234_1,0.35
4261_8,0.6
4907_8,0.8
4134_4,0.47
4125_8,0.86
3795_9,0.7
1356_4,0.36
10711_2,0.4
4728_7,0.81
8254_8,0.66
10769_2,0.5
7185_8,0.69
2842_9,0.69
4565_1,0.35
3030_9,0.59
2997_1,0.35
1311_9,0.55
12499_10,0.69
9830_10,0.74
1774_4,0.42
6676_10,0.97
6502_9,0.56
1521_1,0.33
4253_1,0.32
2775_2,0.1
7324_4,0.32
1207_4,0.4
9903_7,0.69
3195_2,0.28
9213_10,0.67
7751_1,0.18
1616_8,0.63
1482_10,0.71
6772_7,0.4
2008_10,0.72
6799_4,0.29
5004_9,0.63
3487_2,0.21
10892_4,0.35
10839_4,0.37
922_8,0.52
4163_1,0.09
10738_8,0.46
10678_7,0.8
5892_10,0.55
6202_1,0.13
5792_10,0.82
12161_4,0.5
1097_9,0.73
2930_3,0.29
4087_3,0.44
11875_3,0.28
11770_4,0.38
847_7,0.57
10620_9,0.7
1455_10,0.86
12294_1,0.18
5653_10,0.57
1874_9,0.53
10487_3,0.5
22_3,0.26
2760_1,0.34
9822_7,0.57
1068_10,0.7
11117_1,0.34
10409_2,0.5
1877_7,0.31
7347_1,0.25
4231_1,0.56
1122_1,0.23
933_3,0.6
11883_4,0.42
8386_10,0.66
12297_7,0.57
11847_8,0.63
5511_1,0.29
9587_2,0.42
10027_8,0.67
7210_4,0.3
2490_9,0.42
4889_10,0.99
8192_9,0.79
12133_1,0.42
2098_1,0.82
2941_9,0.75
5742_3,0.28
10645_4,0.27
1162_10,0.91
4383_10,0.93
5325_8,0.37
1324_1,0.32
1374_1,0.25
116_10,0.51
2898_10,0.54
8799_10,0.58
6654_10,0.81
8630_1,0.26
3452_7,0.66
3609_8,0.5
4740_1,0.16
8368_10,0.67
11960_7,0.55
3583_10,0.77
1581_8,0.43
1378_1,0.49
968_2,0.49
4524_1,0.11
5036_8,0.8
12287_3,0.22
9236_10,0.64
5447_3,0.39
11016_1,0.3
1935_3,0.37
5300_7,0.64
7775_2,0.46
4398_3,0.19
5692_2,0.14
3517_8,0.48
6007_1,0.2
10127_2,0.22
6614_10,0.67
2767_10,0.83
3187_2,0.26
6473_10,0.48
12263_1,0.13
10838_2,0.31
7367_9,0.51
8873_10,0.49
6016_1,0.35
10363_7,0.59
3541_2,0.19
6416_10,0.57
4538_10,0.49
56_3,0.31
7946_8,0.62
6003_4,0.24
974_4,0.42
11651_9,0.81
10283_1,0.33
12334_2,0.22
972_1,0.7
1513_8,0.49
6141_3,0.45
4195_7,0.57
10176_9,0.8
1918_2,0.12
12117_1,0.5
7567_1,0.11
2949_10,0.82
11937_9,0.84
8513_2,0.37
3913_8,0.37
1310_8,0.62
10461_10,0.71
3309_8,0.73
862_9,0.8
4040_2,0.03
78_8,0.52
3491_7,0.26
10862_9,0.63
4763_7,0.48
7421_1,0.25
5350_1,0.49
11491_10,0.62
9975_4,0.44
10123_10,0.71
11573_1,0.22
2337_9,0.88
251_8,0.63
1942_1,0.16
2940_7,0.53
4342_7,0.62
11250_2,0.23
4224_1,0.42
10106_10,0.57
7764_2,0.28
937_10,0.85
3112_10,0.6
9922_8,0.45
3259_7,0.67
7828_1,0.18
4031_7,0.57
1277_7,0.5
3162_2,0.28
7_9,0.77
1832_4,0.35
10997_1,0.3
10572_10,0.77
12194_1,0.33
4648_10,0.45
7207_9,0.63
11000_7,0.59
4943_2,0.11
10601_10,0.69
4731_1,0.5
9272_8,0.3
11551_1,0.14
9074_3,0.36
2486_3,0.19
618_1,0.4
8683_8,0.36
2618_10,0.55
8471_9,0.75
6394_4,0.16
6456_2,0.43
3195_8,0.54
4188_1,0.17
3985_10,0.9
7099_10,0.6
1558_2,0.09
2877_8,0.39
3928_1,0.3
7206_3,0.11
8088_10,0.54
8167_10,0.71
8590_8,0.9
6973_7,0.4
4974_7,0.75
10151_1,0.61
5268_4,0.24
5258_7,0.64
1478_8,0.58
5094_10,0.75
10126_4,0.45
9357_2,0.65
7750_3,0.29
11628_3,0.54
9124_7,0.55
1802_7,0.84
4820_4,0.62
10019_8,0.55
154_9,0.59
5049_4,0.06
4372_1,0.18
7807_10,0.61
5127_10,0.64
11480_2,0.37
10145_1,0.37
7090_10,0.75
1288_1,0.4
11316_2,0.25
8428_9,0.48
1843_9,0.59
1916_1,0.14
2657_2,0.22
10504_1,0.06
11621_3,0.4
10148_1,0.1
3339_4,0.39
8202_2,0.3
7796_1,0.21
4625_2,0.31
11859_4,0.17
8261_1,0.25
4670_3,0.39
8412_10,0.83
1010_1,0.48
436_10,0.77
9351_7,0.45
3767_8,0.69
4794_1,0.16
8447_10,0.69
6182_2,0.52
8754_3,0.77
2709_3,0.19
5882_9,0.81
6916_3,0.41
11886_1,0.57
123_4,0.72
2827_9,0.88
11440_8,0.4
4100_8,0.56
11645_1,0.38
7949_10,0.75
2017_1,0.26
3451_7,0.9
10986_10,0.65
1541_2,0.28
12336_7,0.34
9787_1,0.37
5282_10,0.72
9568_4,0.43
8222_1,0.38
5415_9,0.79
8485_8,0.7
6449_1,0.24
466_1,0.31
11997_1,0.37
6144_10,0.8
3309_4,0.41
8655_1,0.38
10141_1,0.51
7469_10,0.51
4445_10,0.51
6651_7,0.63
6711_7,0.54
3329_4,0.38
8000_10,0.48
2279_8,0.83
5012_7,0.48
2437_3,0.45
505_9,0.6
9070_10,0.46
1234_3,0.18
4880_1,0.25
3981_4,0.37
134_1,0.14
3211_10,0.74
2559_10,0.69
4512_3,0.26
5957_1,0.13
11626_9,0.83
915_10,0.65
5569_10,0.66
12396_9,0.68
6494_2,0.13
3262_1,0.22
3916_10,0.39
787_1,0.24
11092_9,0.7
2818_10,0.75
5271_2,0.32
4057_7,0.64
5042_1,0.32
1204_1,0.27
3651_2,0.25
11763_8,0.79
7766_10,0.75
3498_1,0.39
11578_10,0.69
3691_1,0.33
11947_10,0.72
11475_2,0.18
8568_9,0.46
8247_2,0.33
9544_7,0.55
9753_8,0.36
6824_7,0.67
2799_1,0.24
10459_1,0.14
1894_10,0.33
9726_7,0.57
10923_1,0.08
7946_3,0.43
7509_10,0.75
3273_9,0.61
2716_3,0.51
4622_1,0.06
1204_8,0.7
71_4,0.17
6508_9,0.75
7819_10,0.89
695_10,0.47
10844_10,0.83
2413_1,0.54
8768_1,0.42
4536_10,0.92
2576_9,0.69
4473_2,0.41
65_2,0.18
6114_2,0.48
7458_1,0.06
10815_2,0.25
8344_1,0.2
1975_9,0.49
1659_1,0.15
11030_10,0.43
5405_7,0.62
2539_3,0.54
6565_8,0.65
1826_10,0.86
2577_8,0.62
6032_7,0.54
3146_9,0.68
798_1,0.06
63_10,0.53
11819_10,0.78
2905_7,0.59
2716_10,0.68
1717_10,0.68
1036_3,0.33
11583_10,0.77
962_9,0.76
10203_2,0.13
12225_1,0.05
10322_9,0.59
7601_2,0.67
1675_4,0.59
8235_3,0.22
680_2,0.36
5208_3,0.19
10678_2,0.62
6072_10,0.66
1216_1,0.13
11434_1,0.14
12480_8,0.85
8844_10,0.5
10506_1,0.1
9766_3,0.46
7804_4,0.49
44_4,0.31
11226_1,0.27
11378_2,0.44
7805_1,0.14
4692_10,0.77
2928_9,0.56
8785_10,0.85
3083_8,0.72
626_10,0.94
9228_10,0.5
66_10,0.7
3824_3,0.88
7115_8,0.62
11893_10,0.92
1628_1,0.19
2236_4,0.32
2032_1,0.21
6613_10,0.67
1582_8,0.58
304_2,0.06
2441_10,0.81
12437_1,0.13
9822_1,0.29
10481_3,0.55
9193_10,0.58
3233_9,0.75
7430_8,0.85
10049_1,0.12
6384_10,0.8
3993_9,0.57
4545_2,0.28
11500_4,0.37
12127_10,0.92
7277_2,0.19
8927_3,0.41
5970_9,0.62
12115_4,0.38
6132_10,0.87
4178_9,0.77
11453_7,0.37
6569_9,0.53
3924_7,0.52
6425_1,0.14
1141_1,0.25
3366_2,0.32
6700_7,0.72
7948_8,0.57
2750_8,0.75
11326_1,0.19
231_8,0.69
8941_8,0.76
8304_7,0.46
12179_2,0.39
3808_1,0.31
2710_1,0.17
4833_1,0.21
10405_7,0.74
449_9,0.71
7259_10,0.49
8513_10,0.57
801_8,0.8
11322_8,0.66
8417_9,0.77
7059_8,0.47
681_3,0.38
3135_9,0.82
7172_3,0.34
11061_10,0.77
9555_9,0.73
1331_1,0
9155_3,0.18
8765_8,0.64
4714_8,0.73
7593_9,0.73
7769_1,0.22
5016_8,0.46
11917_2,0.23
3311_8,0.54
6784_4,0.72
6685_7,0.5
1232_8,0.72
765_2,0.24
6159_2,0.22
12037_3,0.33
60_8,0.72
6138_10,0.83
4759_4,0.39
631_10,0.77
5993_10,0.84
2751_10,0.55
7234_1,0.29
7966_3,0.37
296_4,0.43
8252_4,0.62
10333_1,0.08
5950_10,0.56
2735_9,0.64
900_1,0.14
2350_3,0.41
1457_10,0.6
10226_10,0.5
9198_7,0.6
1072_2,0.53
8332_10,0.68
6264_8,0.81
1092_9,0.74
11888_10,0.49
11702_8,0.42
8704_1,0.31
11458_10,0.79
8218_9,0.4
3739_8,0.77
4787_3,0.51
12097_10,0.54
7894_1,0.03
11601_2,0.33
4417_1,0.51
11108_10,0.7
5673_8,0.6
481_2,0.28
6892_2,0.23
5203_1,0.46
18_1,0.3
5488_8,0.59
750_7,0.46
1478_4,0.3
11340_2,0.19
8735_3,0.43
7404_3,0.64
5681_2,0.15
5863_10,0.59
602_1,0.08
9474_7,0.53
12075_3,0.51
1148_8,0.55
2192_4,0.64
1394_1,0.11
2643_3,0.47
8214_7,0.42
6728_1,0.51
5397_8,0.83
7056_7,0.51
2669_3,0.26
10713_10,0.73
1349_4,0.54
3254_1,0.07
9717_10,0.7
11358_4,0.13
12262_1,0.22
1332_1,0.03
6116_2,0.18
6324_3,0.36
10808_8,0.6
11632_4,0.28
2881_3,0.14
3524_1,0.17
10503_8,0.51
11525_1,0.2
9973_4,0.25
9804_1,0.04
1865_8,0.56
8001_9,0.71
5776_8,0.51
11848_10,0.61
4809_3,0.3
841_9,0.69
227_10,0.84
1833_9,0.94
9471_10,0.89
960_3,0.34
10763_1,0.4
1330_1,0.12
326_9,0.87
3392_10,0.63
5883_2,0.19
12168_1,0.16
7525_10,0.73
10578_1,0.35
9173_3,0.26
7214_2,0.47
7163_10,0.82
5177_8,0.67
3372_7,0.57
6041_8,0.66
1590_10,0.89
31_10,0.68
2533_8,0.71
7927_10,0.91
5037_2,0.45
6046_2,0.35
2099_3,0.49
133_1,0.24
205_2,0.26
374_9,0.65
8944_10,0.56
799_4,0.51
8832_9,0.7
3836_10,0.86
2940_1,0.27
946_1,0.43
9310_1,0.26
5853_8,0.53
10852_9,0.37
4061_4,0.46
10301_10,0.75
11104_3,0.2
9339_3,0.43
537_10,0.95
8661_7,0.55
9381_4,0.37
12473_3,0.37
5140_8,0.77
4624_4,0.12
9156_3,0.59
5980_2,0.15
5920_7,0.68
4013_1,0.37
11879_2,0.23
1317_10,0.82
4647_10,0.9
2550_1,0.18
641_8,0.44
10069_10,0.59
12215_10,0.61
6293_10,0.86
1416_7,0.75
8561_9,0.81
1981_10,0.78
1667_2,0.2
9680_1,0.36
888_1,0.11
2202_4,0.31
8835_2,0.35
9340_3,0.55
8742_10,0.5
1892_2,0.08
11940_10,0.49
5976_2,0.24
5430_8,0.73
9125_9,0.66
5217_8,0.63
5257_10,0.58
5487_8,0.61
10815_8,0.78
12438_1,0.12
11433_3,0.5
11570_1,0.36
11880_10,0.68
1983_3,0.63
2916_1,0.23
8119_10,0.91
10960_2,0.33
2798_2,0.24
2797_1,0.33
9931_4,0.32
6244_10,0.77
8361_2,0.19
7098_10,0.76
9107_10,0.88
9860_10,0.72
10252_1,0.07
12015_8,0.67
2696_4,0.56
9301_8,0.65
799_7,0.52
9411_7,0.6
4172_1,0.18
8008_10,0.78
11436_1,0.08
3464_10,0.89
5826_3,0.35
5460_4,0.3
8920_3,0.3
1465_3,0.49
7571_1,0.13
3416_10,0.63
11088_7,0.59
7007_10,0.69
11317_7,0.61
11639_7,0.59
1871_10,0.83
1551_7,0.65
4089_4,0.25
8145_9,0.86
1243_7,0.98
9082_8,0.66
11807_8,0.42
6154_10,0.73
2082_8,0.56
9142_4,0.6
6126_8,0.47
9774_1,0.15
5137_10,0.67
11085_1,0.11
4541_1,0.11
10478_10,0.79
8479_3,0.18
11220_1,0.21
0_10,0.74
5235_8,0.63
457_2,0.41
6784_7,0.58
11527_10,0.86
5935_7,0.59
3697_10,0.86
8318_10,0.81
6770_8,0.57
11760_7,0.59
10344_9,0.83
12363_4,0.66
2233_2,0.39
12184_10,0.89
4668_8,0.38
2293_4,0.38
5886_8,0.86
8403_4,0.53
2493_3,0.31
7224_2,0.24
7753_10,0.49
476_9,0.4
3760_7,0.43
8371_1,0.23
2541_10,0.57
12052_2,0.28
2320_1,0.5
5598_8,0.69
12342_1,0.04
7391_9,0.46
2615_1,0.26
11251_4,0.39
9946_2,0.21
10571_10,0.69
3984_1,0.26
4633_10,0.69
548_10,0.82
1732_1,0.11
3559_7,0.75
10212_7,0.48
8950_7,0.65
8157_10,0.86
5986_9,0.92
10263_7,0.56
2168_10,0.82
4424_4,0.26
6944_10,0.64
11467_7,0.53
3630_8,0.43
2405_1,0.13
7517_1,0.64
8116_10,0.6
5368_4,0.37
2045_1,0.35
11303_8,0.71
11077_2,0.12
6314_10,0.8
12137_4,0.51
12180_1,0.1
6403_10,0.81
2019_1,0.15
7921_7,0.66
3977_10,0.7
11277_9,0.58
8398_1,0.31
1429_3,0.2
9628_4,0.3
2472_3,0.39
5811_4,0.55
11663_3,0.16
3153_1,0.29
11881_2,0.3
767_7,0.71
12243_10,0.65
10969_8,0.8
8689_10,0.46
1854_10,0.89
12392_4,0.17
6627_2,0.15
6819_10,0.67
1587_9,0.52
6999_10,0.53
9128_1,0.37
7141_1,0.42
4485_8,0.57
7368_7,0.35
7698_4,0.61
8376_3,0.4
1862_1,0.22
11217_9,0.62
5179_4,0.52
6524_3,0.4
11877_10,0.68
6055_10,0.84
9372_1,0.29
8029_1,0.62
9546_10,0.26
5514_10,0.76
8869_8,0.74
8290_10,0.64
11619_9,0.5
5949_4,0.58
10146_1,0.47
11776_10,0.38
2146_9,0.63
6461_10,0.74
10480_4,0.45
9021_10,0.74
11802_10,0.84
9139_2,0.55
5590_4,0.57
5631_9,0.34
6333_3,0.41
10455_1,0.42
10394_1,0.38
8814_8,0.73
11264_3,0.19
2255_9,0.77
3915_8,0.4
3386_10,0.85
5531_2,0.17
1676_4,0.35
7711_8,0.93
7871_9,0.79
11101_8,0.65
11562_1,0.17
11609_10,0.65
9556_1,0.24
7149_3,0.82
11807_3,0.65
12106_10,0.83
4763_1,0.51
2007_3,0.29
8454_8,0.76
4656_10,0.62
717_8,0.53
3501_4,0.49
6562_4,0.46
3926_1,0.37
7497_1,0.11
4257_9,0.7
4111_1,0.08
9865_10,0.82
8323_4,0.4
2228_4,0.42
1180_7,0.8
6315_8,0.75
12271_10,0.56
4567_2,0.71
8745_8,0.5
4994_1,0.06
2842_4,0.5
674_9,0.6
4431_3,0.4
2534_4,0.49
378_9,0.66
6039_9,0.87
9551_7,0.77
1273_7,0.53
4222_4,0.48
7469_1,0.38
8733_3,0.47
9324_4,0.5
8888_4,0.4
2872_9,0.54
2123_8,0.78
4982_7,0.56
10668_1,0.3
2014_7,0.79
4211_3,0.28
1202_9,0.61
5450_4,0.18
2484_1,0.45
2427_8,0.44
405_3,0.13
1_10,0.95
4498_4,0.25
50_3,0.27
10113_9,0.86
8919_3,0.47
1338_7,0.58
9817_8,0.92
10824_7,0.47
12165_8,0.57
11975_8,0.61
8537_1,0.25
4443_9,0.55
207_3,0.19
4247_8,0.74
11333_9,0.8
6357_2,0.35
4477_1,0.26
8774_1,0.26
10049_8,0.53
9621_2,0.42
5428_10,0.87
11693_3,0.48
8731_4,0.34
11209_1,0.36
10581_10,0.17
4289_10,0.77
511_7,0.66
7832_8,0.44
2567_9,0.47
4931_1,0.4
8770_2,0.11
8999_9,0.79
9918_1,0.2
2254_7,0.61
4095_1,0.53
8601_2,0.41
10347_10,0.65
2911_4,0.68
12157_7,0.75
5154_10,0.8
27_9,0.59
2586_9,0.66
6344_9,0.78
1888_4,0.2
6630_1,0.07
3202_10,0.66
1517_9,0.67
584_10,0.83
2683_4,0.32
1721_1,0.3
4371_7,0.57
4697_3,0.57
2977_10,0.55
1835_3,0.26
9872_1,0.44
4794_9,0.52
5345_10,0.36
1230_10,0.55
2438_2,0.11
5709_9,0.65
8007_1,0.25
7236_10,0.35
7978_10,0.46
10608_1,0.05
10968_1,0.23
3650_1,0.29
7966_8,0.53
8435_9,0.71
6095_3,0.29
12457_8,0.56
611_10,0.63
7589_7,0.69
4378_4,0.69
9019_3,0.46
794_1,0.26
5112_4,0.41
8698_7,0.61
2729_1,0.21
9090_1,0.16
9641_8,0.79
5065_7,0.6
3147_10,0.62
3971_4,0.08
7000_8,0.52
6716_1,0.15
11482_7,0.48
9263_4,0.28
7901_1,0.36
8213_2,0.32
1113_8,0.6
1013_7,0.66
2195_9,0.49
1371_8,0.39
7239_7,0.64
11376_1,0.3
3506_9,0.88
3413_2,0.54
8641_1,0.1
11587_2,0.36
7639_7,0.41
8100_8,0.82
8151_2,0.14
10464_2,0.13
2043_3,0.3
4454_8,0.45
6562_8,0.65
8549_8,0.6
1209_3,0.44
2566_4,0.22
5871_10,0.88
6459_7,0.59
11006_8,0.49
3313_8,0.62
5290_2,0.13
9687_1,0.24
4165_10,0.81
11120_4,0.22
3379_2,0.38
5814_1,0.52
3414_7,0.38
7750_7,0.63
9727_7,0.6
3850_9,0.81
5954_2,0.35
9685_1,0.15
9307_3,0.53
8727_9,0.89
9746_1,0.16
9365_8,0.86
3361_10,0.82
4554_3,0.32
8952_9,0.84
4301_1,0.14
10764_4,0.45
2738_10,0.61
3554_1,0.19
5724_8,0.58
8804_4,0.36
468_8,0.89
10527_10,0.52
5117_7,0.84
3390_4,0.29
5875_3,0.31
10380_7,0.79
887_2,0.61
2707_8,0.5
11371_3,0.42
535_4,0.55
10700_10,0.67
3047_10,0.7
5930_3,0.28
6044_10,0.78
8679_4,0.78
2261_10,0.65
9577_10,0.84
1999_7,0.75
6010_3,0.51
861_4,0.52
4360_2,0.11
5373_7,0.34
10760_8,0.6
12436_10,0.7
5149_3,0.61
7091_4,0.52
5135_9,0.5
5552_8,0.75
1713_9,0.64
11445_4,0.61
11146_7,0.53
5286_9,0.92
10518_1,0.27
1122_8,0.4
7680_1,0.27
11042_8,0.71
6336_1,0.32
11784_10,0.56
8759_10,0.9
4362_10,0.46
4483_2,0.17
7501_8,0.84
3516_2,0.35
3965_10,0.61
4066_8,0.54
7802_2,0.42
1074_7,0.82
4555_3,0.19
11477_1,0.14
5712_10,0.98
1175_8,0.74
6283_4,0.31
11717_1,0.24
8029_8,0.66
5794_8,0.64
8717_2,0.37
10682_10,0.69
4610_1,0.34
4908_9,0.6
8325_2,0.33
11330_4,0.59
5717_10,0.7
11421_3,0.22
4725_2,0.35
2284_9,0.77
12433_1,0.21
10799_10,0.55
3213_10,0.47
10997_10,0.45
3482_9,0.66
430_4,0.7
6524_9,0.66
2270_1,0.46
6410_4,0.49
224_10,0.43
10915_8,0.87
8882_3,0.51
3578_3,0.23
7696_1,0.59
7307_1,0.29
10043_1,0.51
6380_4,0.47
3109_2,0.28
398_4,0.47
10498_1,0.38
3565_8,0.98
7844_9,0.62
5879_3,0.38
5004_1,0.44
9347_2,0.55
2213_8,0.75
3654_8,0.79
642_2,0.21
9412_8,0.52
7418_10,0.96
2012_1,0.31
308_9,0.53
11695_8,0.71
7369_10,0.6
7363_3,0.7
7834_3,0.71
7705_10,0.71
4554_8,0.92
4773_7,0.68
11944_2,0.54
12303_10,0.46
272_10,0.71
11678_10,0.65
8157_1,0.53
1360_7,0.69
1702_7,0.57
7409_8,0.74
3865_8,0.58
8266_10,0.83
3543_3,0.6
8542_4,0.35
2188_4,0.15
7928_10,0.55
8271_1,0.21
